,state,date,region_name,dailycases,note,CODE_2
278,China,20-02-04,Guangxi,12.0,,CHN.7_1
279,China,20-02-05,Guangxi,11.0,,CHN.7_1
280,China,20-02-06,Guangxi,18.0,,CHN.7_1
281,China,20-02-07,Guangxi,4.0,,CHN.7_1
282,China,20-02-08,Guangxi,11.0,,CHN.7_1
283,China,20-02-09,Guangxi,12.0,,CHN.7_1
284,China,20-02-10,Guangxi,15.0,,CHN.7_1
285,China,20-02-11,Guangxi,5.0,,CHN.7_1
286,China,20-02-12,Guangxi,7.0,,CHN.7_1
287,China,20-02-13,Guangxi,0.0,,CHN.7_1
288,China,20-02-14,Guangxi,4.0,,CHN.7_1
289,China,20-02-15,Guangxi,9.0,,CHN.7_1
290,China,20-02-16,Guangxi,2.0,,CHN.7_1
291,China,20-02-17,Guangxi,1.0,,CHN.7_1
292,China,20-02-18,Guangxi,4.0,,CHN.7_1
293,China,20-02-19,Guangxi,2.0,,CHN.7_1
294,China,20-02-20,Guangxi,1.0,,CHN.7_1
295,China,20-02-21,Guangxi,1.0,,CHN.7_1
296,China,20-02-22,Guangxi,3.0,,CHN.7_1
297,China,20-02-23,Guangxi,0.0,,CHN.7_1
298,China,20-02-24,Guangxi,2.0,,CHN.7_1
299,China,20-02-25,Guangxi,1.0,,CHN.7_1
300,China,20-02-26,Guangxi,0.0,,CHN.7_1
301,China,20-02-27,Guangxi,0.0,,CHN.7_1
302,China,20-02-28,Guangxi,0.0,,CHN.7_1
303,China,20-02-29,Guangxi,0.0,,CHN.7_1
304,China,20-03-01,Guangxi,0.0,,CHN.7_1
305,China,20-03-02,Guangxi,0.0,,CHN.7_1
306,China,20-03-03,Guangxi,0.0,,CHN.7_1
307,China,20-03-04,Guangxi,0.0,,CHN.7_1
308,China,20-03-05,Guangxi,0.0,,CHN.7_1
309,China,20-03-06,Guangxi,0.0,,CHN.7_1
310,China,20-03-07,Guangxi,0.0,,CHN.7_1
311,China,20-03-08,Guangxi,0.0,,CHN.7_1
312,China,20-03-09,Guangxi,0.0,,CHN.7_1
313,China,20-03-10,Guangxi,0.0,,CHN.7_1
314,China,20-03-11,Guangxi,0.0,,CHN.7_1
315,China,20-03-12,Guangxi,0.0,,CHN.7_1
316,China,20-03-13,Guangxi,0.0,,CHN.7_1
317,China,20-03-14,Guangxi,0.0,,CHN.7_1
318,China,20-03-15,Guangxi,0.0,,CHN.7_1
319,China,20-02-01,Guizhou,29.0,,CHN.8_1
320,China,20-02-02,Guizhou,9.0,,CHN.8_1
321,China,20-02-03,Guizhou,8.0,,CHN.8_1
322,China,20-02-04,Guizhou,10.0,,CHN.8_1
323,China,20-02-05,Guizhou,8.0,,CHN.8_1
324,China,20-02-06,Guizhou,5.0,,CHN.8_1
325,China,20-02-07,Guizhou,8.0,,CHN.8_1
326,China,20-02-08,Guizhou,12.0,,CHN.8_1
327,China,20-02-09,Guizhou,7.0,,CHN.8_1
328,China,20-02-10,Guizhou,13.0,,CHN.8_1
329,China,20-02-11,Guizhou,9.0,,CHN.8_1
330,China,20-02-12,Guizhou,13.0,,CHN.8_1
331,China,20-02-13,Guizhou,4.0,,CHN.8_1
332,China,20-02-14,Guizhou,5.0,,CHN.8_1
333,China,20-02-15,Guizhou,3.0,,CHN.8_1
334,China,20-02-16,Guizhou,1.0,,CHN.8_1
335,China,20-02-17,Guizhou,2.0,,CHN.8_1
336,China,20-02-18,Guizhou,0.0,,CHN.8_1
337,China,20-02-19,Guizhou,0.0,,CHN.8_1
338,China,20-02-20,Guizhou,0.0,,CHN.8_1
339,China,20-02-21,Guizhou,0.0,,CHN.8_1
340,China,20-02-22,Guizhou,0.0,,CHN.8_1
341,China,20-02-23,Guizhou,0.0,,CHN.8_1
342,China,20-02-24,Guizhou,0.0,,CHN.8_1
343,China,20-02-25,Guizhou,0.0,,CHN.8_1
344,China,20-02-26,Guizhou,0.0,,CHN.8_1
345,China,20-02-27,Guizhou,0.0,,CHN.8_1
346,China,20-02-28,Guizhou,0.0,,CHN.8_1
347,China,20-02-29,Guizhou,0.0,,CHN.8_1
348,China,20-03-01,Guizhou,0.0,,CHN.8_1
349,China,20-03-02,Guizhou,0.0,,CHN.8_1
350,China,20-03-03,Guizhou,0.0,,CHN.8_1
351,China,20-03-04,Guizhou,0.0,,CHN.8_1
352,China,20-03-05,Guizhou,0.0,,CHN.8_1
353,China,20-03-06,Guizhou,0.0,,CHN.8_1
354,China,20-03-07,Guizhou,0.0,,CHN.8_1
355,China,20-03-08,Guizhou,0.0,,CHN.8_1
356,China,20-03-09,Guizhou,0.0,,CHN.8_1
357,China,20-03-10,Guizhou,0.0,,CHN.8_1
358,China,20-03-11,Guizhou,0.0,,CHN.8_1
359,China,20-03-12,Guizhou,0.0,,CHN.8_1
360,China,20-03-13,Guizhou,0.0,,CHN.8_1
361,China,20-03-14,Guizhou,0.0,,CHN.8_1
362,China,20-03-15,Guizhou,0.0,,CHN.8_1
363,China,20-02-01,Hainan,57.0,,CHN.9_1
